,att1,def1,mid1,ovr1,rank1,att2,def2,mid2,ovr2,rank2,score,winner,att,def,mid,ovr,rank
998,74,73,74,74,48,69,71,73,73,42,3.0,1,5,2,1,1,6
999,85,80,82,82,7,68,71,75,72,58,1.0,1,17,9,7,10,-51
1000,80,76,78,78,41,86,85,83,85,3,-3.0,-1,-6,-9,-5,-7,38
1001,78,74,77,76,38,75,75,74,75,33,1.0,1,3,-1,3,1,5
1002,86,79,76,81,6,75,73,74,75,48,2.0,1,11,6,2,6,-42
1003,76,75,75,75,17,77,75,80,77,13,-1.0,-1,-1,0,-5,-2,4
1004,67,68,68,69,75,75,73,74,75,48,-3.0,-1,-8,-5,-6,-6,27
1005,85,80,82,82,7,79,80,80,80,15,-3.0,-1,6,0,2,2,-8
1006,82,77,71,74,18,86,79,76,81,6,-1.0,-1,-4,-2,-5,-7,12
1007,86,85,83,84,1,73,73,72,72,72,4.0,1,13,12,11,12,-71
1008,84,85,85,85,14,86,85,83,85,3,-1.0,-1,-2,0,2,0,11
1009,78,77,74,76,42,68,71,75,72,58,1.0,1,10,6,-1,4,-16
1010,73,71,69,71,55,75,74,74,74,40,-1.0,-1,-2,-3,-5,-3,15
1011,72,70,72,72,26,76,75,75,75,17,1.0,1,-4,-5,-3,-3,9
1012,80,76,78,78,41,82,82,85,84,2,-2.0,-1,-2,-6,-7,-6,39
1013,84,85,86,85,9,87,80,80,82,12,5.0,1,-3,5,6,3,-3
1014,73,73,72,72,72,78,77,74,76,42,2.0,1,-5,-4,-2,-4,30
1015,85,85,81,83,19,73,73,72,72,72,1.0,1,12,12,9,11,-53
1016,82,82,85,84,2,75,75,74,75,33,2.0,1,7,7,11,9,-31
1017,73,72,73,72,20,75,74,74,74,40,2.0,1,-2,-2,-1,-2,-20
1018,72,70,72,72,26,77,75,80,77,13,1.0,1,-5,-5,-8,-5,13
1019,82,82,85,84,2,85,85,81,83,19,2.0,1,-3,-3,4,1,-17
1020,75,73,74,75,48,69,71,73,73,42,-4.0,-1,6,2,1,2,6
1021,73,69,74,72,36,74,73,74,74,48,-1.0,-1,-1,-4,0,-2,-12
1022,73,73,72,72,72,73,72,73,72,20,-3.0,-1,0,1,-1,0,52
1023,72,70,72,72,26,71,66,69,70,56,2.0,1,1,4,3,2,-30
1024,86,85,83,84,1,68,71,75,72,58,3.0,1,18,14,8,12,-57
1025,62,58,58,60,97,71,64,65,66,119,-1.0,-1,-9,-6,-7,-6,-22
1026,84,85,85,85,14,73,73,72,72,72,1.0,1,11,12,13,13,-58
1027,76,75,79,77,10,79,75,79,78,16,2.0,1,-3,0,0,-1,-6
1028,73,71,69,71,55,69,71,73,73,42,-1.0,-1,4,0,-4,-2,13
1029,80,75,77,77,24,86,85,83,85,3,-3.0,-1,-6,-10,-6,-8,21
1030,80,76,78,78,41,73,73,72,72,72,5.0,1,7,3,6,6,-31
1031,68,71,75,72,58,86,79,76,81,6,-1.0,-1,-18,-8,-1,-9,52
1032,82,82,85,84,2,69,71,73,73,42,1.0,1,13,11,12,11,-40
1033,73,72,73,72,20,76,75,79,77,10,-1.0,-1,-3,-3,-6,-5,10
1034,84,85,85,85,14,79,75,79,78,16,-1.0,-1,5,10,6,7,-2
1035,80,76,78,78,41,68,71,75,72,58,2.0,1,12,5,3,6,-17
1036,86,79,76,81,6,73,73,72,72,72,1.0,1,13,6,4,9,-66
1037,82,82,85,84,2,73,72,73,72,20,1.0,1,9,10,12,12,-18
1038,84,85,85,85,14,76,75,75,75,17,1.0,1,8,10,10,10,-3
1039,82,75,76,77,21,81,78,77,79,11,-3.0,-1,1,-3,-1,-2,10
1040,80,76,78,78,41,86,79,76,81,6,-3.0,-1,-6,-3,2,-3,35
1041,73,73,72,72,72,68,71,75,72,58,1.0,1,5,2,-3,0,14
1042,69,71,73,73,42,73,72,73,72,20,-2.0,-1,-4,-1,0,1,22
1043,79,75,79,78,16,76,75,75,75,17,-3.0,-1,3,0,4,3,-1
1044,84,81,81,82,5,86,85,83,84,1,-1.0,-1,-2,-4,-2,-2,4
1045,82,82,85,84,2,87,80,80,82,12,1.0,1,-5,2,5,2,-10
1046,86,79,76,81,6,85,80,82,82,7,1.0,1,1,-1,-6,-1,-1
1047,76,75,75,75,17,74,78,77,78,8,1.0,1,2,-3,-2,-3,9
1048,86,79,76,81,6,82,82,85,84,2,-2.0,-1,4,-3,-9,-3,4
1049,86,85,83,85,3,86,85,83,84,1,-1.0,-1,0,0,0,1,2
1050,76,75,75,75,17,84,81,81,82,5,-2.0,-1,-8,-6,-6,-7,12
1051,82,82,85,84,2,86,85,83,84,1,1.0,1,-4,-3,2,0,1
1052,82,77,71,74,18,75,75,74,75,33,3.0,1,7,2,-3,-1,-15
1053,72,72,76,75,62,70,67,69,70,45,-1.0,-1,2,5,7,5,17
1054,80,75,77,77,24,76,75,75,75,17,2.0,1,4,0,2,2,7
1055,79,80,80,80,15,73,72,73,72,20,1.0,1,6,8,7,8,-5
1056,78,74,77,76,38,80,76,78,78,41,-1.0,-1,-2,-2,-1,-2,-3
1057,79,75,79,78,16,86,79,76,81,6,-3.0,-1,-7,-4,3,-3,10
1058,75,74,74,74,40,86,85,83,84,1,-4.0,-1,-11,-11,-9,-10,39
1059,77,70,73,73,29,81,78,77,79,11,-1.0,-1,-4,-8,-4,-6,18
1060,74,78,77,78,8,73,69,74,72,36,6.0,1,1,9,3,6,-28
1061,84,81,81,82,5,84,85,86,85,9,-1.0,-1,0,-4,-5,-3,-4
1062,82,82,85,84,2,79,80,80,80,15,1.0,1,3,2,5,4,-13
1063,76,75,79,77,10,82,77,71,74,18,2.0,1,-6,-2,8,3,-8
1064,70,67,69,70,45,74,73,74,74,48,1.0,1,-4,-6,-5,-4,-3
1065,84,85,85,85,14,73,72,73,72,20,1.0,1,11,13,12,13,-6
1066,85,80,82,82,7,85,85,81,83,19,1.0,1,0,-5,1,-1,-12
1067,76,75,75,75,17,78,74,77,76,38,-1.0,-1,-2,1,-2,-1,-21
1068,73,69,74,72,36,86,85,83,84,1,-3.0,-1,-13,-16,-9,-12,35
1069,82,75,76,77,21,85,80,82,82,7,-1.0,-1,-3,-5,-6,-5,14
1070,82,77,71,74,18,84,85,86,85,9,-3.0,-1,-2,-8,-15,-11,9
1071,86,85,83,84,1,74,78,77,78,8,1.0,1,12,7,6,6,-7
1072,80,75,77,77,24,71,71,71,71,34,1.0,1,9,4,6,6,-10
1073,73,72,73,72,20,77,75,80,77,13,3.0,1,-4,-3,-7,-5,7
1074,73,73,72,72,72,86,85,83,85,3,-2.0,-1,-13,-12,-11,-13,69
1075,79,80,80,80,15,84,85,85,85,14,3.0,1,-5,-5,-5,-5,1
1076,82,75,76,77,21,85,85,81,83,19,-1.0,-1,-3,-10,-5,-6,2
1077,80,76,78,78,41,78,74,77,76,38,2.0,1,2,2,1,2,3
1078,75,74,74,74,40,85,80,82,82,7,-2.0,-1,-10,-6,-8,-8,33
1079,73,69,74,72,36,74,78,77,78,8,-1.0,-1,-1,-9,-3,-6,28
1080,84,85,86,85,9,84,81,81,82,5,-1.0,-1,0,4,5,3,4
1081,71,66,69,70,56,78,77,74,76,42,2.0,1,-7,-11,-5,-6,14
1082,75,75,74,75,33,82,77,71,74,18,-1.0,-1,-7,-2,3,1,15
1083,74,73,74,74,48,70,67,69,70,45,1.0,1,4,6,5,4,3
1084,76,75,79,77,10,80,75,77,77,24,2.0,1,-4,0,2,0,-14
1085,79,75,79,78,16,77,75,80,77,13,-1.0,-1,2,0,-1,1,3
1086,87,80,80,82,12,86,85,83,85,3,-1.0,-1,1,-5,-3,-3,9
1087,86,85,83,84,1,73,69,74,72,36,2.0,1,13,16,9,12,-35
1088,78,77,74,76,42,71,66,69,70,56,1.0,1,7,11,5,6,-14
1089,84,85,85,85,14,80,76,78,78,41,3.0,1,4,9,7,7,-27
1090,73,72,73,72,20,70,73,71,72,61,-2.0,-1,3,-1,2,0,-41
1091,82,75,76,77,21,75,73,74,75,48,-1.0,-1,7,2,2,2,-27
1092,79,80,80,80,15,82,82,85,84,2,2.0,1,-3,-2,-5,-4,13
1093,82,77,71,74,18,76,75,79,77,10,-1.0,-1,6,2,-8,-3,8
1094,87,80,80,82,12,79,75,79,78,16,2.0,1,8,5,1,4,-4
1095,86,85,83,85,3,86,79,76,81,6,1.0,1,0,6,7,4,-3
1096,78,74,77,76,38,76,75,75,75,17,-1.0,-1,2,-1,2,1,21
1097,74,78,77,78,8,86,85,83,84,1,3.0,1,-12,-7,-6,-6,7
1098,71,71,71,71,34,80,75,77,77,24,-1.0,-1,-9,-4,-6,-6,10
1099,73,71,69,71,55,71,66,69,70,56,2.0,1,2,5,0,1,-1
1100,76,75,75,75,17,80,76,78,78,41,2.0,1,-4,-1,-3,-3,-24
1101,87,80,80,82,12,79,75,79,78,16,2.0,1,8,5,1,4,-4
1102,82,82,85,84,2,86,79,76,81,6,1.0,1,-4,3,9,3,-4
1103,71,69,68,70,55,76,75,75,76,18,1.0,1,-5,-6,-7,-6,37
1104,82,76,77,77,25,83,76,75,78,21,-1.0,-1,-1,0,2,-1,4
1105,85,86,83,84,1,79,76,76,77,37,2.0,1,6,10,7,7,-36
1106,83,79,81,81,9,77,69,71,72,26,-2.0,-1,6,10,10,9,-17
1107,75,76,79,77,11,77,75,79,77,17,2.0,1,-2,1,0,0,-6
1108,76,70,72,72,19,74,72,74,73,41,1.0,1,2,-2,-2,-1,-22
1109,83,83,82,83,15,71,69,68,70,55,2.0,1,12,14,14,13,-40
1110,83,83,81,82,12,84,82,84,84,16,-1.0,-1,-1,1,-3,-2,-4
1111,83,83,86,85,2,76,70,73,72,40,4.0,1,7,13,13,13,-38
1112,75,74,75,76,43,84,80,80,81,3,-2.0,-1,-9,-6,-5,-5,40
1113,74,72,74,73,41,75,76,79,77,11,-2.0,-1,-1,-4,-5,-4,30
1114,83,83,86,85,2,67,65,66,67,75,2.0,1,16,18,20,18,-73
1115,75,76,79,77,11,77,69,71,72,26,2.0,1,-2,7,8,5,-15
1116,87,82,83,83,6,77,78,77,78,13,2.0,1,10,4,6,5,-7
1117,85,81,81,82,4,83,83,81,82,12,-2.0,-1,2,-2,0,0,-8
1118,82,76,77,77,25,70,72,75,74,65,1.0,1,12,4,2,3,-40
1119,78,74,77,76,32,83,83,86,85,2,2.0,1,-5,-9,-9,-9,30
1120,77,76,75,76,58,83,83,82,83,15,-3.0,-1,-6,-7,-7,-7,43
1121,76,70,72,72,19,79,76,80,79,10,-3.0,-1,-3,-6,-8,-7,9
1122,87,82,83,83,6,83,83,81,82,12,1.0,1,4,-1,2,1,-6
1123,84,85,85,85,8,76,75,75,76,18,3.0,1,8,10,10,9,-10
1124,74,74,72,73,50,77,73,74,74,24,1.0,1,-3,1,-2,-1,26
1125,76,70,73,72,40,78,74,77,76,32,1.0,1,-2,-4,-4,-4,8
1126,85,86,83,84,1,72,74,75,75,53,3.0,1,13,12,8,9,-52
1127,84,80,80,81,3,67,65,66,67,75,3.0,1,17,15,14,14,-72
1128,83,79,81,81,9,79,76,80,79,10,-2.0,-1,4,3,1,2,-1
1129,67,65,66,67,75,76,70,72,72,19,-2.0,-1,-9,-5,-6,-5,56
1130,75,76,79,77,11,73,67,72,71,69,2.0,1,2,9,7,6,-58
1131,73,70,73,73,63,77,75,79,77,17,-1.0,-1,-4,-5,-6,-4,46
1132,67,65,66,67,75,77,69,71,72,26,-2.0,-1,-10,-4,-5,-5,49
1133,84,80,80,81,3,76,70,72,72,19,5.0,1,8,10,8,9,-16
1134,79,76,80,79,10,74,72,74,73,41,1.0,1,5,4,6,6,-31
1135,77,75,79,77,17,85,82,79,81,5,-1.0,-1,-8,-7,0,-4,12
1136,77,69,71,72,26,83,79,81,81,9,-2.0,-1,-6,-10,-10,-9,17
1137,84,80,80,81,3,83,79,81,81,9,2.0,1,1,1,-1,0,-6
1138,77,75,79,77,17,76,70,72,72,19,-3.0,-1,1,5,7,5,-2
1139,69,70,75,73,49,71,70,70,70,72,-1.0,-1,-2,0,5,3,-23
1140,83,79,81,81,9,77,75,79,77,17,1.0,1,6,4,2,4,-8
1141,84,80,80,81,3,76,70,72,72,19,2.0,1,8,10,8,9,-16
1142,76,70,72,72,19,73,70,73,73,63,-1.0,-1,3,0,-1,-1,-44
1143,73,70,73,72,29,84,85,85,85,8,-1.0,-1,-11,-15,-12,-13,21
1144,71,69,68,70,55,77,76,75,76,58,1.0,1,-6,-7,-7,-6,-3
1145,84,82,84,84,16,83,83,81,82,12,-2.0,-1,1,-1,3,2,4
1146,70,72,75,74,65,83,76,75,78,21,2.0,1,-13,-4,0,-4,44
1147,72,74,75,75,53,79,76,76,77,37,-1.0,-1,-7,-2,-1,-2,16
1148,85,81,81,82,4,69,67,65,67,61,4.0,1,16,14,16,15,-57
1149,71,69,68,70,55,83,83,82,83,15,-1.0,-1,-12,-14,-14,-13,40
1150,69,72,71,71,34,84,82,84,84,16,-2.0,-1,-15,-10,-13,-13,18
1151,72,74,75,75,53,85,86,83,84,1,-4.0,-1,-13,-12,-8,-9,52
1152,83,79,81,81,9,75,76,79,77,11,4.0,1,8,3,2,4,-2
1153,84,80,80,81,3,76,70,72,72,19,-1.0,-1,8,10,8,9,-16
1154,72,75,74,74,36,69,67,65,67,61,2.0,1,3,8,9,7,-25
1155,83,83,81,82,12,69,72,71,71,34,2.0,1,14,11,10,11,-22
1156,79,76,76,77,37,72,74,75,75,53,4.0,1,7,2,1,2,-16
1157,76,70,73,72,40,83,83,86,85,2,-1.0,-1,-7,-13,-13,-13,38
1158,85,82,79,81,5,76,70,72,72,19,1.0,1,9,12,7,9,-14
1159,77,76,80,78,14,77,78,77,78,13,1.0,1,0,-2,3,0,1
1160,83,83,82,83,15,77,76,75,76,58,2.0,1,6,7,7,7,-43
1161,70,72,75,74,65,82,76,77,77,25,-1.0,-1,-12,-4,-2,-3,40
1162,73,70,73,73,63,83,79,81,81,9,-5.0,-1,-10,-9,-8,-8,54
1163,69,67,65,67,61,85,81,81,82,4,-6.0,-1,-16,-14,-16,-15,57
1164,75,74,75,76,43,69,72,71,71,34,-1.0,-1,6,2,4,5,9
1165,77,78,77,78,13,72,75,74,74,36,2.0,1,5,3,3,4,-23
1166,69,67,65,67,61,74,72,74,73,41,-1.0,-1,-5,-5,-9,-6,20
1167,72,75,74,74,36,70,67,68,68,121,2.0,1,2,8,6,6,-85
1168,73,70,73,72,29,76,75,75,76,18,-2.0,-1,-3,-5,-2,-4,11
1169,84,80,80,81,3,83,79,81,81,9,-1.0,-1,1,1,-1,0,-6
1170,79,76,80,79,10,76,70,72,72,19,1.0,1,3,6,8,7,-9
1171,74,74,72,73,50,85,82,79,81,5,-1.0,-1,-11,-8,-7,-8,45
1172,79,76,76,77,37,85,86,83,84,1,-3.0,-1,-6,-10,-7,-7,36
1173,69,67,65,67,61,75,74,75,76,43,1.0,1,-6,-7,-10,-9,18
1174,84,82,84,84,16,69,72,71,71,34,5.0,1,15,10,13,13,-18
1175,83,76,75,78,21,70,72,75,74,65,1.0,1,13,4,0,4,-44
1176,73,70,73,73,63,79,76,80,79,10,-1.0,-1,-6,-6,-7,-6,53
1177,73,66,73,71,72,72,70,74,72,39,-1.0,-1,1,-4,-1,-1,33
1178,78,75,76,77,33,74,72,72,73,47,-1.0,-1,4,3,4,4,-14
1179,77,68,69,70,55,70,72,76,74,20,-1.0,-1,7,-4,-7,-4,35
1180,82,83,83,83,15,84,76,74,77,18,1.0,1,-2,7,9,6,-3
1181,78,74,76,76,43,83,77,78,78,25,-1.0,-1,-5,-3,-2,-2,18
1182,72,70,74,72,39,87,81,81,82,4,-1.0,-1,-15,-11,-7,-10,35
1183,78,77,81,78,13,88,82,83,84,1,-2.0,-1,-10,-5,-2,-6,12
1184,77,74,76,76,19,84,84,86,85,2,-1.0,-1,-7,-10,-10,-9,17
1185,74,72,72,73,47,79,76,77,77,34,-1.0,-1,-5,-4,-5,-4,13
1186,70,72,76,74,20,65,64,65,65,66,1.0,1,5,8,11,9,-46
1187,73,77,73,75,36,77,68,69,70,55,-1.0,-1,-4,9,4,5,-19
1188,82,83,83,83,15,83,82,83,83,12,-1.0,-1,-1,1,0,0,3
1189,68,74,70,71,41,78,74,76,76,43,-4.0,-1,-10,0,-6,-5,-2
1190,83,77,78,78,25,72,69,73,73,44,-1.0,-1,11,8,5,5,-19
1191,76,75,76,76,45,68,74,76,76,45,-1.0,-1,8,1,0,0,0
1192,88,82,83,84,1,72,70,74,72,39,4.0,1,16,12,9,12,-38
1193,77,74,76,76,19,87,82,83,83,5,-2.0,-1,-10,-8,-7,-7,14
1194,83,77,78,78,25,72,72,73,74,54,1.0,1,11,5,5,4,-29
1195,82,83,83,83,15,80,76,78,78,11,-1.0,-1,2,7,5,5,4
1196,84,76,74,77,18,77,68,69,70,55,4.0,1,7,8,5,7,-37
1197,87,81,81,82,4,70,72,76,74,20,3.0,1,17,9,5,8,-16
1198,79,76,77,77,34,77,74,76,76,19,-1.0,-1,2,2,1,1,15
1199,80,79,79,79,7,78,75,77,77,17,1.0,1,2,4,2,2,-10
1200,85,79,81,82,8,74,75,72,73,60,1.0,1,11,4,9,9,-52
1201,72,70,74,72,39,72,69,73,73,44,1.0,1,0,1,1,-1,-5
1202,65,64,65,65,66,74,72,72,73,47,-2.0,-1,-9,-8,-7,-8,19
1203,82,78,79,79,10,77,71,73,73,28,3.0,1,5,7,6,6,-18
1204,84,80,80,81,3,69,67,67,68,79,5.0,1,15,13,13,13,-76
1205,83,85,86,85,6,76,78,79,78,16,1.0,1,7,7,7,7,-10
1206,87,81,81,82,4,88,82,83,84,1,1.0,1,-1,-1,-2,-2,3
1207,72,70,74,72,39,78,77,81,78,13,-3.0,-1,-6,-7,-7,-6,26
1208,78,74,76,76,43,72,69,73,73,44,4.0,1,6,5,3,3,-1
1209,68,74,70,71,41,83,77,78,78,25,-1.0,-1,-15,-3,-8,-7,16
1210,77,68,69,70,55,65,64,65,65,66,2.0,1,12,4,4,5,-11
1211,69,67,67,68,79,85,79,81,82,8,-1.0,-1,-16,-12,-14,-14,71
1212,74,75,72,73,60,80,79,79,79,7,2.0,1,-6,-4,-7,-6,53
1213,77,71,73,73,28,73,73,75,74,35,-1.0,-1,4,-2,-2,-1,-7
1214,77,72,73,73,24,84,80,80,81,3,-2.0,-1,-7,-8,-7,-8,21
1215,72,70,74,72,39,88,82,83,84,1,-1.0,-1,-16,-12,-9,-12,38
1216,87,81,81,82,4,78,77,81,78,13,-1.0,-1,9,4,0,4,-9
1217,87,82,83,83,5,77,74,76,76,19,3.0,1,10,8,7,7,-14
1218,78,74,76,76,43,68,74,70,71,41,1.0,1,10,0,6,5,2
1219,72,69,73,73,44,83,77,78,78,25,-1.0,-1,-11,-8,-5,-5,19
1220,68,74,76,76,45,76,75,76,76,45,1.0,1,-8,-1,0,0,0
1221,77,68,69,70,55,73,77,73,75,36,1.0,1,4,-9,-4,-5,19
1222,65,64,65,65,66,70,72,76,74,20,-1.0,-1,-5,-8,-11,-9,46
1223,88,82,83,84,1,76,78,79,78,16,1.0,1,12,4,4,6,-15
1224,78,77,81,78,13,77,74,76,76,19,2.0,1,1,3,5,2,-6
1225,84,84,86,85,2,77,68,69,70,55,-2.0,-1,7,16,17,15,-53
1226,85,80,85,85,14,76,75,76,76,45,1.0,1,9,5,9,9,-31
1227,74,72,72,73,47,72,70,74,72,39,1.0,1,2,2,-2,1,8
1228,87,81,81,82,4,73,77,73,75,36,3.0,1,14,4,8,7,-32
1229,69,67,67,68,79,74,75,72,73,60,-1.0,-1,-5,-8,-5,-5,19
1230,82,78,79,79,10,80,79,79,79,7,-3.0,-1,2,-1,0,0,3
1231,78,75,77,77,17,77,72,73,73,24,2.0,1,1,3,4,4,-7
1232,84,80,80,81,3,77,71,73,73,28,1.0,1,7,9,7,8,-25
1233,87,82,83,83,5,84,84,86,85,2,-1.0,-1,3,-2,-3,-2,3
1234,88,82,83,84,1,87,81,81,82,4,2.0,1,1,1,2,2,-3
1235,83,77,78,78,25,68,74,70,71,41,1.0,1,15,3,8,7,-16
1236,72,69,73,73,44,78,74,76,76,43,3.0,1,-6,-5,-3,-3,1
1237,78,75,76,77,33,79,76,77,77,34,1.0,1,-1,-1,-1,0,-1
1238,70,72,76,74,20,73,77,73,75,36,1.0,1,-3,-5,3,-1,-16
1239,65,64,65,65,66,77,68,69,70,55,-1.0,-1,-12,-4,-4,-5,11
1240,84,84,86,85,2,77,74,76,76,19,2.0,1,7,10,10,9,-17
1241,83,85,86,85,6,85,80,85,85,14,6.0,1,-2,5,1,0,-8
1242,74,75,72,73,60,82,78,79,79,10,5.0,1,-8,-3,-7,-6,50
1243,77,71,73,73,28,78,75,77,77,17,1.0,1,-1,-4,-4,-4,11
1244,77,72,73,73,24,85,79,81,82,8,-2.0,-1,-8,-7,-8,-9,16
1245,80,79,79,79,7,84,80,80,81,3,-2.0,-1,-4,-1,-1,-2,4
1246,84,76,74,77,18,82,83,83,83,15,-1.0,-1,2,-7,-9,-6,3
1247,87,81,81,82,4,72,70,74,72,39,4.0,1,15,11,7,10,-35
1248,88,82,83,84,1,78,77,81,78,13,2.0,1,10,5,2,6,-12
1249,74,72,72,73,47,78,75,76,77,33,2.0,1,-4,-3,-4,-4,14
1250,70,72,76,74,20,77,68,69,70,55,2.0,1,-7,4,7,4,-35
1251,85,80,83,83,1,77,72,74,74,19,2.0,1,8,8,9,9,-18
1252,79,75,76,77,39,81,83,83,82,11,2.0,1,-2,-8,-7,-5,28
1253,67,66,68,67,70,75,77,78,78,14,-2.0,-1,-8,-11,-10,-11,56
1254,84,84,85,84,12,70,69,71,71,62,3.0,1,14,15,14,13,-50
1255,74,73,76,75,21,59,66,66,66,78,1.0,1,15,7,10,9,-57
1256,77,72,74,74,19,78,75,76,76,9,1.0,1,-1,-3,-2,-2,10
1257,79,74,77,76,37,79,75,76,77,39,-3.0,-1,0,-1,1,-1,-2
1258,77,76,76,76,33,70,71,73,73,64,1.0,1,7,5,3,3,-31
1259,67,66,68,67,70,83,82,82,82,4,-2.0,-1,-16,-16,-14,-15,66
1260,72,71,74,73,41,84,84,85,84,12,-1.0,-1,-12,-13,-11,-11,29
1261,74,75,72,73,55,59,66,66,66,78,1.0,1,15,9,6,7,-23
1262,75,77,78,78,14,70,68,71,71,60,1.0,1,5,9,7,7,-46
1263,81,78,78,77,32,76,78,82,78,10,-4.0,-1,5,0,-4,-1,22
1264,85,81,83,83,5,82,74,74,77,23,1.0,1,3,7,9,6,-18
1265,85,81,83,83,5,81,78,78,77,32,1.0,1,4,3,5,6,-27
1266,87,82,85,85,3,77,72,74,74,19,3.0,1,10,10,11,11,-16
1267,59,66,66,66,78,74,69,70,71,50,2.0,1,-15,-3,-4,-5,28
1268,71,71,73,72,24,81,77,79,78,16,-3.0,-1,-10,-6,-6,-6,8
1269,83,82,82,82,4,76,76,76,77,31,4.0,1,7,6,6,5,-27
1270,81,80,80,80,2,74,75,72,73,55,2.0,1,7,5,8,7,-53
1271,77,76,76,76,33,67,66,68,67,70,1.0,1,10,10,8,9,-37
1272,79,74,77,76,37,72,72,75,74,47,-1.0,-1,7,2,2,2,-10
1273,87,82,85,85,3,67,66,68,67,70,3.0,1,20,16,17,18,-67
1274,74,75,72,73,55,71,71,73,72,24,-1.0,-1,3,4,-1,1,31
1275,72,72,74,73,38,81,80,80,80,2,-2.0,-1,-9,-8,-6,-7,36
1276,76,78,82,78,10,70,68,71,71,60,-1.0,-1,6,10,11,7,-50
1277,77,76,76,76,33,85,80,83,83,1,-3.0,-1,-8,-4,-7,-7,32
1278,81,80,80,80,2,74,69,70,71,50,3.0,1,7,11,10,9,-48
1279,81,77,79,78,16,74,75,72,73,55,1.0,1,7,2,7,5,-39
1280,72,76,76,75,42,76,76,76,77,31,-2.0,-1,-4,0,0,-2,11
1281,72,72,74,73,38,59,66,66,66,78,2.0,1,13,6,8,7,-40
1282,72,72,69,72,43,85,82,82,83,8,-3.0,-1,-13,-10,-13,-11,35
1283,84,84,85,84,12,87,82,85,85,3,-1.0,-1,-3,2,0,-1,9
1284,79,75,76,77,39,77,72,74,74,19,-2.0,-1,2,3,2,3,20
1285,83,82,82,82,4,75,77,78,78,14,3.0,1,8,5,4,4,-10
1286,77,76,76,76,33,70,68,71,71,60,1.0,1,7,8,5,5,-27
1287,76,78,82,78,10,85,80,83,83,1,-1.0,-1,-9,-2,-1,-5,9
1288,81,83,83,82,11,81,78,78,77,32,2.0,1,0,5,5,5,-21
1289,81,80,80,80,2,71,71,73,72,24,4.0,1,10,9,7,8,-22
1290,74,73,76,75,21,59,66,66,66,78,1.0,1,15,7,10,9,-57
1291,86,80,82,83,6,79,78,79,79,15,1.0,1,7,2,3,4,-9
1292,84,84,85,84,12,85,82,82,83,8,2.0,1,-1,2,3,1,4
1293,81,77,79,78,16,71,71,73,72,24,-1.0,-1,10,6,6,6,-8
1294,76,78,82,78,10,77,76,76,76,33,3.0,1,-1,2,6,2,-23
1295,70,68,71,71,60,85,80,83,83,1,-2.0,-1,-15,-12,-12,-12,59
1296,86,80,82,83,6,72,72,74,73,38,1.0,1,14,8,8,10,-32
1297,78,75,76,76,17,82,74,74,77,23,1.0,1,-4,1,2,-1,-6
1298,81,80,80,80,2,81,77,79,78,16,1.0,1,0,3,1,2,-14
1299,59,66,66,66,78,79,78,79,79,15,-2.0,-1,-20,-12,-13,-13,63
1300,74,73,76,75,21,72,72,74,73,38,-2.0,-1,2,1,2,2,-17
1301,77,72,74,74,19,76,78,82,78,10,-4.0,-1,1,-6,-8,-4,9
1302,81,83,83,82,11,76,76,76,77,31,-2.0,-1,5,7,7,5,-20
1303,85,80,83,83,1,85,82,82,83,8,1.0,1,0,-2,1,0,-7
1304,74,69,70,71,50,71,71,73,72,24,-1.0,-1,3,-2,-3,-1,26
1305,86,80,82,83,6,59,66,66,66,78,3.0,1,27,14,16,17,-72
1306,79,78,79,79,15,72,72,74,73,38,1.0,1,7,6,5,6,-23
1307,85,81,83,83,5,84,84,85,84,12,2.0,1,1,-3,-2,-1,-7
1308,85,80,83,83,1,83,82,82,82,4,-1.0,-1,2,-2,1,1,-3
1309,76,76,76,77,31,76,78,82,78,10,-1.0,-1,0,-2,-6,-1,21
1310,86,80,82,83,6,74,75,72,73,55,3.0,1,12,5,10,10,-49
1311,81,80,80,80,2,71,71,73,72,24,1.0,1,10,9,7,8,-22
1312,85,81,83,83,5,76,78,82,78,10,1.0,1,9,3,1,5,-5
1313,71,71,73,72,24,81,77,79,78,16,-1.0,-1,-10,-6,-6,-6,8
1314,81,80,80,80,2,86,80,82,83,6,-1.0,-1,-5,0,-2,-3,-4
1315,78,75,76,76,9,73,69,74,73,48,1.0,1,5,6,2,3,-39
1316,75,77,78,78,14,72,72,75,74,47,1.0,1,3,5,3,4,-33
1317,85,82,82,83,8,71,75,72,73,51,1.0,1,14,7,10,10,-43
1318,76,78,82,78,10,72,76,76,75,42,2.0,1,4,2,6,3,-32
1319,71,71,71,72,34,74,70,68,71,75,3.0,1,-3,1,3,1,-41
1320,78,75,76,76,17,82,82,83,84,7,1.0,1,-4,-7,-7,-8,10
1321,72,72,69,72,43,85,81,83,83,5,-4.0,-1,-13,-9,-14,-11,38
1322,70,69,71,71,62,72,71,74,73,41,-2.0,-1,-2,-2,-3,-2,21
1323,74,75,72,73,55,72,72,74,73,38,2.0,1,2,3,-2,0,17
1324,74,69,70,71,50,86,80,82,83,6,-2.0,-1,-12,-11,-12,-12,44
1325,74,73,76,75,21,81,80,80,80,2,-1.0,-1,-7,-7,-4,-5,19
1326,85,80,83,83,1,76,76,76,77,31,3.0,1,9,4,7,6,-30
1327,79,78,79,79,15,59,66,66,66,78,2.0,1,20,12,13,13,-63
