,att1,def1,mid1,ovr1,rank1,att2,def2,mid2,ovr2,rank2,score,winner,att,def,mid,ovr,rank
323,84,84,84,84,7,79,78,79,78,8,4.0,1,5,6,5,6,-1
324,72,67,72,71,50,78,82,84,82,10,-1.0,-1,-6,-15,-12,-11,40
325,86,82,84,85,4,81,70,75,74,23,2.0,1,5,12,9,11,-19
326,74,73,76,76,46,86,80,81,82,3,-1.0,-1,-12,-7,-5,-6,43
327,72,66,69,70,49,75,68,73,74,56,3.0,1,-3,-2,-4,-4,-7
328,81,75,73,75,21,87,82,84,84,6,1.0,1,-6,-7,-11,-9,15
329,74,74,74,73,68,79,75,78,78,39,2.0,1,-5,-1,-4,-5,29
330,69,63,66,70,44,68,76,76,76,25,-1.0,-1,1,-13,-10,-6,19
331,78,74,74,74,37,70,68,72,72,85,1.0,1,8,6,2,2,-48
332,78,82,84,82,10,72,67,72,71,50,3.0,1,6,15,12,11,-40
333,82,76,76,78,12,84,83,83,83,5,-1.0,-1,-2,-7,-7,-5,7
334,78,68,72,74,22,84,84,84,84,7,1.0,1,-6,-16,-12,-10,15
335,79,73,76,77,27,72,67,72,71,50,-1.0,-1,7,6,4,6,-23
336,85,83,83,83,9,69,75,71,73,58,2.0,1,16,8,12,10,-49
337,68,76,76,76,25,87,82,84,84,6,-1.0,-1,-19,-6,-8,-8,19
338,74,74,74,73,68,72,67,72,71,50,3.0,1,2,7,2,2,18
339,85,82,83,84,1,84,84,84,84,7,1.0,1,1,-2,-1,0,-6
340,79,75,76,75,34,85,83,83,83,9,-1.0,-1,-6,-8,-7,-8,25
341,75,68,73,74,56,76,74,77,76,36,-1.0,-1,-1,-6,-4,-2,20
342,87,83,85,85,2,87,82,84,84,6,1.0,1,0,1,1,1,-4
343,77,74,78,77,13,78,74,74,74,37,-1.0,-1,-1,0,4,3,-24
344,69,75,71,73,58,87,83,85,85,2,-4.0,-1,-18,-8,-14,-12,56
345,86,82,84,85,4,83,74,74,77,41,1.0,1,3,8,10,8,-37
346,72,66,69,70,49,82,76,76,78,12,1.0,1,-10,-10,-7,-8,37
347,78,68,72,74,22,77,76,77,76,16,-1.0,-1,1,-8,-5,-2,6
348,78,74,73,75,32,86,83,80,84,3,-2.0,-1,-8,-9,-7,-9,29
349,72,73,71,73,49,75,75,76,75,27,1.0,1,-3,-2,-5,-2,22
350,76,77,78,76,62,81,78,77,78,9,-1.0,-1,-5,-1,1,-2,53
351,85,83,84,83,18,87,83,86,85,1,-2.0,-1,-2,0,-2,-2,17
352,84,81,81,82,4,87,78,79,83,5,-1.0,-1,-3,3,2,-1,-1
353,72,66,73,72,69,80,70,74,73,43,2.0,1,-8,-4,-1,-1,26
354,79,82,84,82,8,67,64,66,66,89,2.0,1,12,18,18,16,-81
355,75,74,76,75,57,77,75,75,78,31,1.0,1,-2,-1,1,-3,26
356,75,75,77,76,23,84,78,66,78,7,-2.0,-1,-9,-3,11,-2,16
357,72,73,71,73,49,81,78,77,78,9,-1.0,-1,-9,-5,-6,-5,40
358,76,77,78,76,62,80,70,74,73,43,1.0,1,-4,7,4,3,19
359,78,77,78,78,29,77,75,75,78,31,1.0,1,1,2,3,0,-2
360,75,73,74,75,21,67,64,59,62,51,1.0,1,8,9,15,13,-30
361,82,84,84,83,6,75,76,77,77,28,2.0,1,7,8,7,6,-22
362,78,74,73,75,32,75,74,71,75,24,1.0,1,3,0,2,0,8
363,83,77,82,80,2,75,76,77,77,28,1.0,1,8,1,5,3,-26
364,72,74,70,71,41,78,77,78,78,29,-2.0,-1,-6,-3,-8,-7,12
365,73,69,73,72,44,84,81,81,82,4,-3.0,-1,-11,-12,-8,-10,40
366,78,72,74,76,35,79,76,68,75,50,1.0,1,-1,-4,6,1,-15
367,75,73,74,75,21,75,75,76,75,27,1.0,1,0,-2,-2,0,-6
368,79,82,84,82,8,80,75,75,76,38,2.0,1,-1,7,9,6,-30
369,76,76,78,76,12,75,74,71,75,24,-2.0,-1,1,2,7,1,-12
370,77,76,74,75,13,78,72,74,76,35,-1.0,-1,-1,4,0,-1,-22
371,83,81,83,83,16,75,76,77,77,28,-1.0,-1,8,5,6,6,-12
372,85,83,84,83,18,67,64,66,66,89,-1.0,-1,18,19,18,17,-71
373,74,68,69,70,15,67,64,59,62,51,2.0,1,7,4,10,8,-36
374,83,77,82,80,2,73,69,73,72,44,5.0,1,10,8,9,8,-42
375,72,70,70,72,52,75,75,76,75,27,1.0,1,-3,-5,-6,-3,25
376,87,83,86,85,1,72,66,73,72,69,6.0,1,15,17,13,13,-68
377,84,81,81,82,4,75,73,74,75,21,4.0,1,9,8,7,7,-17
378,83,77,82,80,2,75,75,76,75,27,2.0,1,8,2,6,5,-25
379,72,70,70,72,52,84,78,66,78,7,-3.0,-1,-12,-8,4,-6,45
380,87,83,86,85,1,75,75,77,76,23,-1.0,-1,12,8,9,9,-22
381,85,83,84,83,18,75,76,77,77,28,-2.0,-1,10,7,7,6,-10
382,80,75,75,76,38,75,75,76,75,27,-1.0,-1,5,0,-1,1,11
383,76,76,78,76,12,87,78,79,83,5,-2.0,-1,-11,-2,-1,-7,7
384,75,76,77,77,28,84,78,66,78,7,-1.0,-1,-9,-2,11,-1,21
385,72,70,70,72,52,85,83,84,83,18,1.0,1,-13,-13,-14,-11,34
386,74,68,69,70,15,82,84,84,83,6,-1.0,-1,-8,-16,-15,-13,9
387,80,75,75,76,38,83,77,82,80,2,-1.0,-1,-3,-2,-7,-4,36
388,87,78,79,83,5,75,76,77,77,28,2.0,1,12,2,2,6,-23
389,84,81,81,82,4,82,84,84,83,6,3.0,1,2,-3,-3,-1,-2
390,87,83,86,85,1,79,82,84,82,8,1.0,1,8,1,2,3,-7
391,87,78,79,83,5,84,81,81,82,4,-4.0,-1,3,-3,-2,1,1
392,75,74,71,75,24,87,83,86,85,1,-1.0,-1,-12,-9,-15,-10,23
393,84,78,66,78,7,83,77,82,80,2,-1.0,-1,1,1,-16,-2,5
394,84,81,81,82,4,87,83,86,85,1,-1.0,-1,-3,-2,-5,-3,3
395,84,78,66,78,7,84,81,81,82,4,-1.0,-1,0,-3,-15,-4,3
396,83,77,82,80,2,87,83,86,85,1,-1.0,-1,-4,-6,-4,-5,1
397,72,73,71,73,49,75,75,77,76,23,-1.0,-1,-3,-2,-6,-3,26
398,82,84,84,83,6,73,69,73,72,44,1.0,1,9,15,11,11,-38
399,78,74,73,75,32,87,78,79,83,5,-1.0,-1,-9,-4,-6,-8,27
400,77,76,74,75,13,85,83,84,83,18,1.0,1,-8,-7,-10,-8,-5
401,72,66,73,72,69,80,75,75,76,38,-3.0,-1,-8,-9,-2,-4,31
402,82,79,77,80,10,80,70,74,73,43,1.0,1,2,9,3,7,-33
403,74,68,69,70,15,75,73,74,75,21,2.0,1,-1,-5,-5,-5,-6
404,82,73,75,77,36,75,74,76,75,57,3.0,1,7,-1,-1,2,-21
405,78,77,78,78,29,79,76,68,75,50,2.0,1,-1,1,10,3,-21
406,76,77,78,76,62,84,81,81,82,4,-1.0,-1,-8,-4,-3,-6,58
407,82,84,84,83,6,80,70,74,73,43,4.0,1,2,14,10,10,-37
408,74,68,69,70,15,72,74,70,71,41,-1.0,-1,2,-6,-1,-1,-26
409,82,73,75,77,36,73,69,73,72,44,2.0,1,9,4,2,5,-8
410,75,76,77,77,28,67,68,74,72,67,-1.0,-1,8,8,3,5,-39
411,83,77,82,80,2,75,75,69,72,86,1.0,1,8,2,13,8,-84
412,77,76,74,75,13,79,82,84,82,8,1.0,1,-2,-6,-10,-7,5
413,72,66,73,72,69,75,73,74,75,21,-1.0,-1,-3,-7,-1,-3,48
414,75,75,77,76,23,82,84,84,83,6,-2.0,-1,-7,-9,-7,-7,17
415,78,77,78,78,29,76,77,78,76,62,1.0,1,2,0,0,2,-33
416,77,75,75,78,31,75,74,76,75,57,1.0,1,2,1,-1,3,-26
417,78,74,73,75,32,82,79,77,80,10,-1.0,-1,-4,-5,-4,-5,22
418,79,82,84,82,8,75,75,76,75,27,2.0,1,4,7,8,7,-19
419,85,83,84,83,18,79,76,68,75,50,2.0,1,6,7,16,8,-32
420,86,83,80,84,3,78,72,74,76,35,2.0,1,8,11,6,8,-32
421,67,64,66,66,89,84,78,66,78,7,-4.0,-1,-17,-14,0,-12,82
422,81,78,77,78,9,77,76,74,75,13,1.0,1,4,2,3,3,-4
423,75,75,69,72,86,73,69,73,72,44,-1.0,-1,2,6,-4,0,42
424,83,77,82,80,2,82,73,75,77,36,3.0,1,1,4,7,3,-34
425,67,64,59,62,51,75,74,71,75,24,-2.0,-1,-8,-10,-12,-13,27
426,75,74,76,75,57,87,83,86,85,1,-1.0,-1,-12,-9,-10,-10,56
427,87,78,79,83,5,86,83,80,84,3,1.0,1,1,-5,-1,-1,2
428,72,73,71,73,49,76,76,78,76,12,-1.0,-1,-4,-3,-7,-3,37
429,82,84,84,83,6,85,83,84,83,18,-1.0,-1,-3,1,0,0,-12
430,78,74,73,75,32,77,76,74,75,13,-1.0,-1,1,-2,-1,0,19
431,83,77,82,80,2,78,77,78,78,29,1.0,1,5,0,4,2,-27
432,82,79,77,80,10,76,77,78,76,62,-2.0,-1,6,2,-1,4,-52
433,85,80,81,83,10,82,81,78,81,8,1.0,1,3,-1,3,2,2
434,81,77,79,78,12,77,74,77,77,47,2.0,1,4,3,2,1,-35
435,75,75,73,75,10,83,83,85,83,7,-1.0,-1,-8,-8,-12,-8,3
436,83,80,83,82,15,82,82,81,83,5,1.0,1,1,-2,2,-1,10
437,85,76,82,81,2,73,73,69,73,72,2.0,1,12,3,13,8,-70
438,80,76,73,74,24,78,67,74,74,64,-1.0,-1,2,9,-1,0,-40
439,77,74,74,75,51,68,74,71,71,84,3.0,1,9,0,3,4,-33
440,73,73,69,73,72,77,79,78,77,37,-2.0,-1,-4,-6,-9,-4,35
441,72,67,75,72,36,85,76,82,81,2,-4.0,-1,-13,-9,-7,-9,34
442,73,71,71,71,27,79,79,81,82,6,-1.0,-1,-6,-8,-10,-11,21
443,86,84,85,85,1,77,74,77,77,47,1.0,1,9,10,8,8,-46
444,82,82,81,83,5,77,74,74,75,51,2.0,1,5,8,7,8,-46
445,83,81,81,82,3,76,72,73,73,20,-1.0,-1,7,9,8,9,-17
446,77,75,74,76,25,83,79,74,78,4,-1.0,-1,-6,-4,0,-2,21
447,85,76,82,81,2,72,67,75,72,36,2.0,1,13,9,7,9,-34
448,82,81,78,81,8,73,73,71,71,78,2.0,1,9,8,7,10,-70
449,77,75,74,76,25,68,74,71,71,84,5.0,1,9,1,3,5,-59
450,83,81,81,82,3,83,79,74,78,4,1.0,1,0,2,7,4,-1
451,77,75,74,76,25,77,74,74,75,51,1.0,1,0,1,0,1,-26
452,78,76,78,77,22,67,66,63,64,105,3.0,1,11,10,15,13,-83
453,73,73,69,73,72,83,81,81,82,3,-1.0,-1,-10,-8,-12,-9,69
454,82,81,78,81,8,80,76,73,74,24,1.0,1,2,5,5,7,-16
455,78,67,74,74,64,85,80,81,83,10,1.0,1,-7,-13,-7,-9,54
456,79,79,81,82,6,77,75,74,76,25,-2.0,-1,2,4,7,6,-19
457,81,75,73,76,14,73,73,71,71,78,5.0,1,8,2,2,5,-64
458,78,67,74,74,64,83,80,83,82,15,-1.0,-1,-5,-13,-9,-8,49
459,82,82,81,83,5,67,67,76,72,52,2.0,1,15,15,5,11,-47
460,83,81,81,82,3,82,82,81,83,5,1.0,1,1,-1,0,-1,-2
461,79,79,81,82,6,86,84,85,85,1,1.0,1,-7,-5,-4,-3,5
462,80,76,73,74,24,77,74,77,77,47,3.0,1,3,2,-4,-3,-23
463,77,74,74,75,51,75,75,73,75,10,1.0,1,2,-1,1,0,41
464,73,70,73,72,75,83,83,85,83,7,-3.0,-1,-10,-13,-12,-11,68
465,72,67,75,72,36,81,75,73,76,14,1.0,1,-9,-8,2,-4,22
466,75,75,73,75,10,80,76,73,74,24,2.0,1,-5,-1,0,1,-14
467,73,73,71,71,78,85,76,82,81,2,-2.0,-1,-12,-3,-11,-10,76
468,79,79,81,82,6,73,71,71,71,27,1.0,1,6,8,10,11,-21
469,75,75,76,76,18,73,70,73,72,75,2.0,1,2,5,3,4,-57
470,82,82,81,83,5,85,80,81,83,10,2.0,1,-3,2,0,0,-5
471,77,74,77,77,47,86,84,85,85,1,-2.0,-1,-9,-10,-8,-8,46
472,73,73,71,71,78,81,75,73,76,14,-1.0,-1,-8,-2,-2,-5,64
473,79,76,79,78,26,83,81,81,82,3,-2.0,-1,-4,-5,-2,-4,23
474,79,79,81,82,6,68,74,71,71,84,3.0,1,11,5,10,11,-78
475,78,76,78,77,22,82,82,81,83,5,-1.0,-1,-4,-6,-3,-6,17
476,86,84,85,85,1,77,74,74,75,51,2.0,1,9,10,11,10,-50
477,81,75,73,76,14,85,76,82,81,2,1.0,1,-4,-1,-9,-5,12
478,77,79,78,77,37,67,73,72,72,55,1.0,1,10,6,6,5,-18
479,75,75,73,75,10,81,75,73,76,14,2.0,1,-6,0,0,-1,-4
480,78,67,74,74,64,79,79,81,82,6,-2.0,-1,-1,-12,-7,-8,58
481,79,76,79,78,26,81,77,79,78,12,-3.0,-1,-2,-1,0,0,14
482,83,83,85,83,7,86,84,85,85,1,1.0,1,-3,-1,0,-2,6
483,83,81,81,82,3,85,76,82,81,2,3.0,1,-2,5,-1,1,1
484,76,74,78,75,8,67,73,72,72,55,-2.0,-1,9,1,6,3,-47
485,79,79,81,82,6,83,79,74,78,4,-1.0,-1,-4,0,7,4,2
486,78,67,74,74,64,72,67,75,72,36,1.0,1,6,0,-1,2,28
487,75,74,69,73,59,69,70,73,70,88,2.0,1,6,4,-4,3,-29
488,79,76,81,78,11,88,73,76,76,21,-2.0,-1,-9,3,5,2,-10
489,79,74,75,75,18,81,78,79,79,12,-2.0,-1,-2,-4,-4,-4,6
490,85,84,83,84,5,86,76,85,81,6,-1.0,-1,-1,8,-2,3,-1
491,86,82,84,83,2,84,81,83,83,13,-1.0,-1,2,1,1,0,-11
492,82,75,75,75,19,86,76,75,76,9,-2.0,-1,-4,-1,0,-1,10
493,71,72,69,71,117,78,75,73,75,26,-3.0,-1,-7,-3,-4,-4,91
494,73,76,77,76,15,87,79,82,83,4,-2.0,-1,-14,-3,-5,-7,11
495,82,71,79,77,17,68,66,69,72,37,2.0,1,14,5,10,5,-20
496,68,66,69,72,37,82,71,79,77,17,-3.0,-1,-14,-5,-10,-5,20
497,69,70,68,69,40,88,75,72,76,71,1.0,1,-19,-5,-4,-7,-31
498,79,74,75,75,18,84,83,80,83,14,-2.0,-1,-5,-9,-5,-8,4
499,69,70,73,70,88,76,74,76,76,36,1.0,1,-7,-4,-3,-6,52
500,86,76,85,81,6,67,65,72,70,55,-1.0,-1,19,11,13,11,-49
501,78,75,73,75,26,85,84,83,84,5,-1.0,-1,-7,-9,-10,-9,21
502,73,76,77,76,15,86,82,84,83,2,2.0,1,-13,-6,-7,-7,13
503,67,65,72,70,55,76,74,76,76,36,-2.0,-1,-9,-9,-4,-6,19
504,73,76,77,76,15,73,74,70,71,46,-1.0,-1,0,2,7,5,-31
505,84,81,82,82,8,81,78,79,79,12,-3.0,-1,3,3,3,3,-4
506,87,79,82,83,4,76,66,76,70,20,4.0,1,11,13,6,13,-16
507,85,84,83,84,5,80,79,77,78,30,1.0,1,5,5,6,6,-25
508,85,81,81,82,3,76,74,76,76,36,-2.0,-1,9,7,5,6,-33
509,82,75,75,75,19,84,83,80,83,14,2.0,1,-2,-8,-5,-8,5
510,68,66,69,72,37,86,76,75,76,9,-1.0,-1,-18,-10,-6,-4,28
511,84,83,80,83,14,87,79,82,83,4,-1.0,-1,-3,4,-2,0,10
512,86,82,84,83,2,85,81,81,82,3,1.0,1,1,1,3,1,-1
513,86,76,85,81,6,79,74,75,75,18,-1.0,-1,7,2,10,6,-12
514,76,66,76,70,20,86,76,75,76,9,1.0,1,-10,-10,1,-6,11
515,77,71,76,76,28,79,76,81,78,11,-2.0,-1,-2,-5,-5,-2,17
516,84,77,75,79,7,68,66,69,72,37,2.0,1,16,11,6,7,-30
517,79,74,75,75,18,85,81,81,82,3,-1.0,-1,-6,-7,-6,-7,15
518,86,76,85,81,6,86,82,84,83,2,-1.0,-1,0,-6,1,-2,4
519,88,73,76,76,21,85,84,83,84,5,-1.0,-1,3,-11,-7,-8,16
520,71,74,72,74,10,81,78,79,79,12,1.0,1,-10,-4,-7,-5,-2
521,79,74,75,75,18,86,82,84,83,2,-1.0,-1,-7,-8,-9,-8,16
522,85,81,81,82,3,86,76,85,81,6,1.0,1,-1,5,-4,1,-3
523,79,76,81,78,11,88,84,87,86,1,-1.0,-1,-9,-8,-6,-8,10
524,84,81,82,82,8,77,71,76,76,28,2.0,1,7,10,6,6,-20
525,88,73,76,76,21,84,81,83,83,13,2.0,1,4,-8,-7,-7,8
526,86,82,84,83,2,71,74,72,74,10,2.0,1,15,8,12,9,-8
527,88,84,87,86,1,84,81,83,83,13,2.0,1,4,3,4,3,-12
528,86,82,84,83,2,84,81,82,82,8,-1.0,-1,2,1,2,1,-6
529,88,84,87,86,1,84,81,82,82,8,4.0,1,4,3,5,4,-7
530,75,74,69,73,59,76,74,76,76,36,2.0,1,-1,0,-7,-3,23
531,80,79,77,78,30,86,76,85,81,6,2.0,1,-6,3,-8,-3,24
532,79,76,81,78,11,73,76,77,76,15,-2.0,-1,6,0,4,2,-4
533,76,66,76,70,20,82,71,79,77,17,3.0,1,-6,-5,-3,-7,3
534,85,84,83,84,5,84,81,82,82,8,1.0,1,1,3,1,2,-3
535,86,82,84,83,2,87,79,82,83,4,-2.0,-1,-1,3,2,0,-2
536,78,75,73,75,26,71,74,72,74,10,-1.0,-1,7,1,1,1,16
537,74,72,76,75,56,76,71,71,71,34,2.0,1,-2,1,5,4,22
538,77,72,76,73,35,73,74,70,71,46,1.0,1,4,-2,6,2,-11
539,88,73,76,76,21,84,83,80,83,14,-3.0,-1,4,-10,-4,-7,7
540,86,76,75,76,9,84,77,75,79,7,4.0,1,2,-1,0,-3,2
541,69,70,73,70,88,84,81,83,83,13,-1.0,-1,-15,-11,-10,-13,75
542,86,76,85,81,6,76,74,76,76,36,2.0,1,10,2,9,5,-30
543,81,78,79,79,12,71,72,69,71,117,2.0,1,10,6,10,8,-105
544,77,72,76,73,35,73,76,77,76,15,-2.0,-1,4,-4,-1,-3,20
545,75,74,69,73,59,86,82,84,83,2,-1.0,-1,-11,-8,-15,-10,57
546,82,71,79,77,17,86,76,75,76,9,-2.0,-1,-4,-5,4,1,8
547,70,68,74,71,49,86,76,85,81,6,-3.0,-1,-16,-8,-11,-10,43
548,84,83,80,83,14,87,79,82,83,4,1.0,1,-3,4,-2,0,10
549,87,79,82,83,4,84,77,75,79,7,3.0,1,3,2,7,4,-3
550,76,66,76,70,20,82,71,79,77,17,2.0,1,-6,-5,-3,-7,3
551,77,71,76,76,28,86,82,84,83,2,-5.0,-1,-9,-11,-8,-7,26
552,77,70,74,74,54,71,67,69,71,76,1.0,1,6,3,5,3,-22
553,81,78,79,79,12,85,81,81,82,3,1.0,1,-4,-3,-2,-3,9
554,76,74,76,76,36,73,74,70,71,46,-1.0,-1,3,0,6,5,-10
555,80,79,77,78,30,74,72,76,75,56,2.0,1,6,7,1,3,-26
556,82,71,79,77,17,87,79,82,83,4,-1.0,-1,-5,-8,-3,-6,13
557,86,76,75,76,9,88,75,72,76,71,3.0,1,-2,1,3,0,-62
558,70,68,74,71,49,76,74,76,76,36,2.0,1,-6,-6,-2,-5,13
559,84,81,82,82,8,79,74,75,75,18,2.0,1,5,7,7,7,-10
560,73,74,70,71,46,86,76,85,81,6,-3.0,-1,-13,-2,-15,-10,40
561,70,68,74,71,49,78,75,73,75,26,-2.0,-1,-8,-7,1,-4,23
562,77,71,76,76,28,71,74,72,74,10,-1.0,-1,6,-3,4,2,18
563,84,81,82,82,8,84,81,83,83,13,-1.0,-1,0,0,-1,-1,-5
564,77,70,74,74,54,84,77,75,79,7,-2.0,-1,-7,-7,-1,-5,47
565,73,74,70,71,46,80,79,77,78,30,1.0,1,-7,-5,-7,-7,16
566,88,73,76,76,21,85,84,83,84,5,2.0,1,3,-11,-7,-8,16
567,87,79,82,83,4,84,83,80,83,14,1.0,1,3,-4,2,0,-10
568,68,68,72,70,61,74,75,73,74,47,-1.0,-1,-6,-7,-1,-4,14
569,84,73,75,76,25,68,69,70,70,63,3.0,1,16,4,5,6,-38
570,71,68,69,70,29,77,75,74,75,69,-3.0,-1,-6,-7,-5,-5,-40
571,76,70,78,76,12,62,67,66,67,51,1.0,1,14,3,12,9,-39
572,82,81,81,82,10,83,83,79,82,11,1.0,1,-1,-2,2,0,-1
573,84,81,81,82,21,84,82,83,84,2,-1.0,-1,0,-1,-2,-2,19
574,75,72,74,74,60,77,75,74,75,69,2.0,1,-2,-3,0,-1,-9
575,83,80,81,81,14,76,67,73,72,22,-1.0,-1,7,13,8,9,-8
576,71,68,69,70,29,71,69,70,71,57,1.0,1,0,-1,-1,-1,-28
577,87,84,86,86,1,81,78,75,79,6,2.0,1,6,6,11,7,-5
578,84,73,75,76,25,87,78,79,82,3,-1.0,-1,-3,-5,-4,-6,22
579,77,74,76,76,40,73,75,75,75,27,-2.0,-1,4,-1,1,1,13
580,87,78,79,82,3,74,70,69,71,37,3.0,1,13,8,10,11,-34
581,80,75,77,77,4,67,64,65,66,71,5.0,1,13,11,12,11,-67
582,73,75,75,75,27,77,74,74,75,26,-3.0,-1,-4,1,1,0,1
583,76,69,74,73,39,76,70,78,76,12,1.0,1,0,-1,-4,-3,27
584,76,70,78,76,12,81,78,75,79,6,2.0,1,-5,-8,3,-3,6
585,76,67,73,72,22,79,70,73,74,49,3.0,1,-3,-3,0,-2,-27
586,84,81,81,82,21,87,84,86,86,1,-1.0,-1,-3,-3,-5,-4,20
587,74,70,69,71,37,80,75,77,77,4,1.0,1,-6,-5,-8,-6,33
588,67,64,65,66,71,83,83,79,82,11,-4.0,-1,-16,-19,-14,-16,60
589,76,67,73,72,22,84,82,83,84,2,-2.0,-1,-8,-15,-10,-12,20
590,77,74,76,76,40,71,71,70,71,30,-2.0,-1,6,3,6,5,10
591,73,74,74,74,53,84,73,75,76,25,1.0,1,-11,1,-1,-2,28
592,79,70,73,74,49,76,70,78,76,12,-1.0,-1,3,0,-5,-2,37
593,83,80,81,81,14,81,76,78,79,19,1.0,1,2,4,3,2,-5
594,83,83,79,82,11,84,81,81,82,21,3.0,1,-1,2,-2,0,-10
595,76,70,78,76,12,67,64,65,66,71,2.0,1,9,6,13,10,-59
596,80,75,77,77,4,76,69,74,73,39,2.0,1,4,6,3,4,-35
597,87,84,86,86,1,75,72,74,74,60,2.0,1,12,12,12,12,-59
598,74,70,69,71,37,81,78,75,79,6,-1.0,-1,-7,-8,-6,-8,31
599,76,75,74,75,24,83,82,82,83,8,-1.0,-1,-7,-7,-8,-8,16
600,87,84,86,86,1,81,78,75,79,6,1.0,1,6,6,11,7,-5
601,83,83,79,82,11,76,75,74,75,24,2.0,1,7,8,5,7,-13
602,83,83,79,82,11,83,82,82,83,8,2.0,1,0,1,-3,-1,3
603,83,83,79,82,11,81,78,75,79,6,1.0,1,2,5,4,3,5
604,73,74,74,74,53,74,76,72,74,15,-2.0,-1,-1,-2,2,0,38
605,76,67,73,72,22,87,84,86,86,1,-2.0,-1,-11,-17,-13,-14,21
606,82,81,81,82,10,73,73,73,74,35,1.0,1,9,8,8,8,-25
607,68,69,70,70,63,71,71,70,71,30,2.0,1,-3,-2,0,-1,33
608,83,82,82,83,8,87,78,79,82,3,-1.0,-1,-4,4,3,1,5
609,68,70,68,70,90,81,76,78,79,19,1.0,1,-13,-6,-10,-9,71
610,77,75,74,75,69,77,74,74,75,26,1.0,1,0,1,0,0,43
611,84,73,75,76,25,74,75,73,74,47,2.0,1,10,-2,2,2,-22
612,80,75,77,77,4,76,67,73,72,22,1.0,1,4,8,4,5,-18
613,68,69,70,70,63,87,84,86,86,1,-2.0,-1,-19,-15,-16,-16,62
614,84,82,83,84,2,73,74,74,74,53,3.0,1,11,8,9,10,-51
615,75,72,74,74,60,84,73,75,76,25,-1.0,-1,-9,-1,-1,-2,35
616,68,70,68,70,90,83,80,81,81,14,-2.0,-1,-15,-10,-13,-11,76
617,79,70,73,74,49,67,64,65,66,71,4.0,1,12,6,8,8,-22
618,76,69,74,73,39,81,78,75,79,6,-1.0,-1,-5,-9,-1,-6,33
619,71,68,69,70,29,71,69,70,71,43,3.0,1,0,-1,-1,-1,-14
620,73,73,73,74,35,79,79,79,80,5,-2.0,-1,-6,-6,-6,-6,30
621,83,83,79,82,11,71,69,70,71,57,6.0,1,12,14,9,11,-46
622,73,74,74,74,53,75,72,74,74,60,1.0,1,-2,2,0,0,-7
623,83,82,82,83,8,73,75,75,75,27,1.0,1,10,7,7,8,-19
624,74,75,73,74,47,78,76,77,77,7,-2.0,-1,-4,-1,-4,-3,40
625,79,70,73,74,49,87,78,79,82,3,-3.0,-1,-8,-8,-6,-8,46
626,71,68,69,70,29,77,74,76,76,40,-2.0,-1,-6,-6,-7,-6,-11
627,81,78,75,79,6,80,75,77,77,4,2.0,1,1,3,-2,2,2
628,74,70,69,71,37,76,69,74,73,39,1.0,1,-2,1,-5,-2,-2
629,87,78,79,82,3,76,69,74,73,39,2.0,1,11,9,5,9,-36
630,76,67,73,72,22,81,78,75,79,6,1.0,1,-5,-11,-2,-7,16
631,84,81,81,82,21,71,69,70,71,57,6.0,1,13,12,11,11,-36
632,84,82,83,84,2,75,72,74,74,60,3.0,1,9,10,9,10,-58
633,84,74,81,81,8,71,69,70,71,43,7.0,1,13,5,11,10,-35
634,71,71,70,71,30,74,75,73,74,47,3.0,1,-3,-4,-3,-3,-17
635,71,68,64,69,76,73,75,75,75,27,-1.0,-1,-2,-7,-11,-6,49
636,76,70,78,76,12,76,67,73,72,22,1.0,1,0,3,5,4,-10
637,82,81,81,82,10,77,75,74,75,69,2.0,1,5,6,7,7,-59
638,84,81,81,82,21,68,69,70,70,63,3.0,1,16,12,11,12,-42
639,79,70,73,74,49,80,75,77,77,4,-1.0,-1,-1,-5,-4,-3,45
640,84,73,75,76,25,84,82,83,84,2,-2.0,-1,0,-9,-8,-8,23
641,78,76,77,77,7,71,71,70,71,30,1.0,1,7,5,7,6,-23
642,77,74,76,76,40,84,74,81,81,8,-2.0,-1,-7,0,-5,-5,32
643,81,78,75,79,6,87,78,79,82,3,1.0,1,-6,0,-4,-3,3
644,79,79,79,80,5,80,75,77,77,4,-2.0,-1,-1,4,2,3,1
645,77,74,74,75,26,74,75,73,74,47,1.0,1,3,-1,1,1,-21
646,82,81,81,82,10,76,70,78,76,12,-2.0,-1,6,11,3,6,-2
647,74,76,72,74,15,71,68,69,70,29,2.0,1,3,8,3,4,-14
648,83,80,81,81,14,84,73,75,76,25,1.0,1,-1,7,6,5,-11
649,77,74,76,76,40,68,70,68,70,90,1.0,1,9,4,8,6,-50
650,83,83,79,82,11,76,70,78,76,12,1.0,1,7,13,1,6,-1
651,82,81,81,82,10,84,82,83,84,2,-1.0,-1,-2,-1,-2,-2,8
652,74,75,73,74,47,73,73,73,74,35,-1.0,-1,1,2,0,0,12
653,68,68,72,70,61,87,84,86,86,1,1.0,1,-19,-16,-14,-16,60
654,84,73,75,76,25,83,80,81,81,14,-1.0,-1,1,-7,-6,-5,11
655,66,65,58,65,79,76,75,74,75,24,-2.0,-1,-10,-10,-16,-10,55
656,75,74,72,73,68,80,73,74,75,44,-3.0,-1,-5,1,-2,-2,24
657,72,68,69,71,94,71,66,73,71,27,-1.0,-1,1,2,-4,0,67
658,84,81,80,81,20,71,74,73,74,32,1.0,1,13,7,7,7,-12
659,85,80,81,82,7,85,74,78,80,5,2.0,1,0,6,3,2,2
